time_s,avg_waiting_time,max_waiting_time,throughput,conflict_count
1596.0,1.64,13.0,0,75
1597.0,1.7307692307692308,14.0,0,75
1598.0,1.8846153846153846,15.0,0,75
1599.0,1.962962962962963,16.0,0,75
1600.0,1.8461538461538463,17.0,0,75
1601.0,1.8888888888888888,18.0,0,75
1602.0,2.0,19.0,0,75
1603.0,2.0357142857142856,20.0,0,75
1604.0,2.2222222222222223,21.0,0,75
1605.0,2.3333333333333335,22.0,0,75
1606.0,2.4444444444444446,23.0,0,75
1607.0,1.8148148148148149,24.0,0,75
1608.0,1.75,25.0,0,75
1609.0,1.7586206896551724,26.0,0,75
1610.0,1.9642857142857142,27.0,0,75
1611.0,2.0344827586206895,28.0,0,75
1612.0,2.1724137931034484,29.0,0,75
1613.0,2.310344827586207,30.0,0,75
1614.0,2.5357142857142856,31.0,0,75
1615.0,2.5357142857142856,32.0,0,75
1616.0,2.6785714285714284,33.0,0,75
1617.0,2.857142857142857,34.0,0,75
1618.0,2.9285714285714284,35.0,0,75
1619.0,3.0,36.0,0,75
1620.0,2.7,37.0,0,75
1621.0,2.6,38.0,0,75
1622.0,2.8275862068965516,39.0,0,75
1623.0,2.8666666666666667,40.0,0,75
1624.0,3.033333333333333,41.0,0,75
1625.0,3.1333333333333333,42.0,0,75
1626.0,3.2666666666666666,43.0,0,75
1627.0,3.5172413793103448,44.0,0,75
1628.0,3.6551724137931036,45.0,0,75
1629.0,3.6666666666666665,46.0,0,75
1630.0,2.2333333333333334,46.0,0,75
1631.0,0.7419354838709677,13.0,0,75
1632.0,0.3548387096774194,11.0,0,75
1633.0,0.03125,1.0,0,75
1634.0,0.13333333333333333,2.0,0,75
1635.0,0.2,3.0,0,76
1636.0,0.3333333333333333,4.0,0,76
1637.0,0.5,5.0,0,76
1638.0,0.7,6.0,0,76
1639.0,0.9666666666666667,7.0,0,76
1640.0,1.2666666666666666,8.0,0,76
1641.0,1.2258064516129032,8.0,0,77
1642.0,1.0,9.0,0,77
1643.0,0.6875,10.0,0,77
1644.0,0.59375,11.0,0,77
1645.0,0.6774193548387096,12.0,0,78
1646.0,0.7419354838709677,13.0,0,78
1647.0,0.7575757575757576,14.0,0,78
1648.0,0.5,15.0,0,78
1649.0,0.5666666666666667,16.0,0,78
1650.0,0.6666666666666666,17.0,0,78
1651.0,0.7666666666666667,18.0,0,78
1652.0,0.9,19.0,0,78
1653.0,1.064516129032258,20.0,0,78
1654.0,0.5806451612903226,6.0,0,78
1655.0,0.5806451612903226,7.0,0,78
1656.0,0.26666666666666666,4.0,0,78
1657.0,0.12903225806451613,2.0,0,79
1658.0,0.0967741935483871,1.0,0,80
1659.0,0.1875,2.0,0,81
1660.0,0.22580645161290322,3.0,0,81
1661.0,0.3225806451612903,4.0,0,81
1662.0,0.41935483870967744,5.0,0,81
1663.0,0.3225806451612903,5.0,0,81
1664.0,0.22580645161290322,6.0,0,81
1665.0,0.03125,1.0,0,81
1666.0,0.06451612903225806,2.0,0,81
1667.0,0.13333333333333333,3.0,0,81
1668.0,0.2,4.0,0,81
1669.0,0.2,5.0,0,81
1670.0,0.20689655172413793,6.0,0,81
1671.0,0.27586206896551724,7.0,0,81
1672.0,0.3448275862068966,8.0,0,82
1673.0,0.48148148148148145,9.0,0,82
1674.0,0.5925925925925926,10.0,0,82
1675.0,0.7142857142857143,11.0,0,82
1676.0,0.9259259259259259,12.0,0,82
1677.0,1.1538461538461537,13.0,0,82
1678.0,0.7307692307692307,8.0,0,82
1679.0,0.46153846153846156,7.0,0,82
1680.0,0.23076923076923078,6.0,0,82
1681.0,0.0,0.0,0,82
1682.0,0.038461538461538464,1.0,0,82
1683.0,0.1111111111111111,2.0,0,82
1684.0,0.19230769230769232,3.0,0,82
1685.0,0.2692307692307692,4.0,0,82
1686.0,0.375,5.0,0,82
1687.0,0.4583333333333333,6.0,0,82
1688.0,0.5416666666666666,7.0,0,82
1689.0,0.6521739130434783,8.0,0,82
1690.0,0.7727272727272727,9.0,0,82
1691.0,0.8695652173913043,10.0,0,82
1692.0,1.0,11.0,0,82
1693.0,1.125,12.0,0,82
1694.0,1.2272727272727273,13.0,0,82
1695.0,1.2727272727272727,14.0,0,82
1696.0,0.6086956521739131,14.0,0,82
1697.0,0.625,15.0,0,82
1698.0,0.6666666666666666,16.0,0,82
1699.0,0.7391304347826086,17.0,0,82
1700.0,0.782608695652174,18.0,0,82
1701.0,0.8260869565217391,19.0,0,82
1702.0,0.8695652173913043,20.0,0,82
1703.0,0.9166666666666666,21.0,0,82
1704.0,1.0434782608695652,22.0,0,82
1705.0,1.173913043478261,23.0,0,82
1706.0,1.3636363636363635,24.0,0,82
1707.0,1.4782608695652173,25.0,0,82
1708.0,1.6521739130434783,26.0,0,82
1709.0,1.75,27.0,0,82
1710.0,1.9166666666666667,28.0,0,82
1711.0,1.875,29.0,0,82
1712.0,2.0869565217391304,30.0,0,82
1713.0,2.3636363636363638,31.0,0,82
1714.0,2.6363636363636362,32.0,0,82
1715.0,2.909090909090909,33.0,0,82
1716.0,3.1818181818181817,34.0,0,82
1717.0,3.130434782608696,35.0,0,82
1718.0,3.0869565217391304,36.0,0,82
1719.0,3.4545454545454546,37.0,0,82
1720.0,3.6818181818181817,38.0,0,82
1721.0,3.5833333333333335,39.0,0,82
1722.0,3.7916666666666665,40.0,0,82
1723.0,3.84,41.0,0,82
1724.0,4.25,42.0,0,82
1725.0,4.32,43.0,0,83
1726.0,4.56,44.0,0,84
1727.0,4.615384615384615,45.0,0,84
1728.0,4.846153846153846,46.0,0,84
1729.0,5.28,47.0,0,84
1730.0,5.52,48.0,0,84
1731.0,5.538461538461538,49.0,0,84
1732.0,6.0,50.0,0,84
1733.0,6.038461538461538,51.0,0,84
1734.0,4.3076923076923075,32.0,0,84
1735.0,3.3461538461538463,33.0,0,84
1736.0,3.8333333333333335,34.0,0,84
1737.0,3.88,35.0,0,84
1738.0,4.25,36.0,0,84
1739.0,4.458333333333333,37.0,0,84
1740.0,4.869565217391305,38.0,0,84
1741.0,4.875,39.0,0,85
1742.0,5.083333333333333,40.0,0,85
1743.0,5.291666666666667,41.0,0,85
1744.0,3.9565217391304346,31.0,0,85
1745.0,2.6666666666666665,27.0,0,85
1746.0,1.608695652173913,23.0,0,85
1747.0,0.625,15.0,0,85
1748.0,0.6666666666666666,16.0,0,85
1749.0,0.7083333333333334,17.0,0,85
1750.0,0.75,18.0,0,85
1751.0,0.76,19.0,0,85
1752.0,0.8333333333333334,20.0,0,85
1753.0,0.84,21.0,0,85
1754.0,0.92,22.0,0,85
1755.0,1.0416666666666667,23.0,0,86
1756.0,1.125,24.0,0,86
1757.0,1.1153846153846154,25.0,0,86
1758.0,1.1923076923076923,26.0,0,86
1759.0,1.2692307692307692,27.0,0,86
1760.0,1.3461538461538463,28.0,0,86
1761.0,1.4230769230769231,29.0,0,86
1762.0,1.5,30.0,0,86
1763.0,1.5769230769230769,31.0,0,86
1764.0,1.6538461538461537,32.0,0,86
1765.0,1.88,33.0,0,86
1766.0,2.08,34.0,0,86
1767.0,2.230769230769231,35.0,0,86
1768.0,2.3846153846153846,36.0,0,86
1769.0,2.4814814814814814,37.0,0,86
1770.0,1.2592592592592593,17.0,0,86
1771.0,1.1428571428571428,18.0,0,86
1772.0,0.6071428571428571,8.0,0,86
1773.0,0.3793103448275862,9.0,0,86
1774.0,0.3793103448275862,10.0,0,86
1775.0,0.3793103448275862,11.0,0,86
1776.0,0.4482758620689655,12.0,0,86
1777.0,0.06896551724137931,2.0,0,86
1778.0,0.14285714285714285,3.0,0,86
1779.0,0.20689655172413793,4.0,0,86
1780.0,0.3333333333333333,5.0,0,86
1781.0,0.14285714285714285,4.0,0,86
1782.0,0.07407407407407407,1.0,0,86
1783.0,0.14285714285714285,2.0,0,86
1784.0,0.2222222222222222,3.0,0,86
1785.0,0.2857142857142857,4.0,0,86
1786.0,0.39285714285714285,5.0,0,86
1787.0,0.5384615384615384,6.0,0,86
1788.0,0.6296296296296297,7.0,0,86
1789.0,0.7407407407407407,8.0,0,86
1790.0,0.8888888888888888,9.0,0,86
1791.0,0.9285714285714286,10.0,0,86
1792.0,0.6666666666666666,11.0,0,86
1793.0,0.7407407407407407,12.0,0,86
1794.0,0.8148148148148148,13.0,0,86
1795.0,0.8888888888888888,14.0,0,86
1796.0,0.9629629629629629,15.0,0,86
1797.0,1.0,16.0,0,87
1798.0,1.0714285714285714,17.0,0,87
1799.0,1.103448275862069,18.0,0,87
1800.0,1.206896551724138,19.0,0,87
1801.0,0.7586206896551724,20.0,0,87
1802.0,0.10714285714285714,3.0,0,87
1803.0,0.0,0.0,0,87
1804.0,0.0,0.0,0,87
1805.0,0.0,0.0,0,87
1806.0,0.04,1.0,0,87
1807.0,0.08,2.0,0,87
1808.0,0.12,3.0,0,87
1809.0,0.19230769230769232,4.0,0,87
1810.0,0.2,5.0,0,87
1811.0,0.23076923076923078,6.0,0,87
1812.0,0.2692307692307692,7.0,0,88
1813.0,0.0,0.0,0,89
1814.0,0.037037037037037035,1.0,0,89
1815.0,0.07692307692307693,2.0,0,89
1816.0,0.15384615384615385,3.0,0,89
1817.0,0.25925925925925924,4.0,0,89
1818.0,0.37037037037037035,5.0,0,89
1819.0,0.11538461538461539,3.0,0,89
1820.0,0.0,0.0,0,89
1821.0,0.0,0.0,0,89
1822.0,0.0,0.0,0,89
1823.0,0.0,0.0,0,89
1824.0,0.043478260869565216,1.0,0,89
1825.0,0.125,2.0,0,89
1826.0,0.125,3.0,0,89
1827.0,0.16,4.0,0,89
1828.0,0.20833333333333334,5.0,0,89
1829.0,0.24,6.0,0,90
1830.0,0.28,7.0,0,90
1831.0,0.3076923076923077,8.0,0,90
1832.0,0.34615384615384615,9.0,0,90
1833.0,0.37037037037037035,10.0,0,90
1834.0,0.4583333333333333,11.0,0,90
1835.0,0.52,12.0,0,90
1836.0,0.5416666666666666,13.0,0,90
1837.0,0.625,14.0,0,90
1838.0,0.08333333333333333,2.0,0,90
1839.0,0.12,3.0,0,90
1840.0,0.16666666666666666,4.0,0,90
1841.0,0.2,5.0,0,90
1842.0,0.25,6.0,0,90
1843.0,0.0,0.0,0,90
1844.0,0.0,0.0,0,90
1845.0,0.0,0.0,0,90
1846.0,0.0,0.0,0,90
1847.0,0.0,0.0,0,90
1848.0,0.043478260869565216,1.0,0,90
1849.0,0.13043478260869565,2.0,0,90
1850.0,0.13043478260869565,2.0,0,90
1851.0,0.21739130434782608,3.0,0,90
1852.0,0.30434782608695654,4.0,0,90
1853.0,0.43478260869565216,5.0,0,90
1854.0,0.5,6.0,0,90
1855.0,0.7272727272727273,7.0,0,90
1856.0,0.9090909090909091,8.0,0,90
1857.0,1.0434782608695652,9.0,0,90
1858.0,1.2727272727272727,10.0,0,90
1859.0,1.173913043478261,11.0,0,90
1860.0,1.3636363636363635,12.0,0,90
1861.0,1.5,13.0,0,92
1862.0,1.7619047619047619,14.0,0,92
1863.0,1.7826086956521738,15.0,0,92
1864.0,2.0454545454545454,16.0,0,92
1865.0,2.227272727272727,17.0,0,92
1866.0,2.409090909090909,18.0,0,92
1867.0,2.5217391304347827,19.0,0,92
1868.0,2.652173913043478,20.0,0,92
1869.0,1.8333333333333333,20.0,0,92
1870.0,1.1304347826086956,17.0,0,92
1871.0,0.4,10.0,0,92
1872.0,0.4583333333333333,11.0,0,92
1873.0,0.5,12.0,0,92
1874.0,0.5652173913043478,13.0,0,92
1875.0,0.5833333333333334,14.0,0,92
1876.0,0.6521739130434783,15.0,0,92
1877.0,0.7391304347826086,16.0,0,92
1878.0,0.8260869565217391,17.0,0,92
1879.0,0.13043478260869565,3.0,0,92
1880.0,0.0,0.0,0,92
1881.0,0.0,0.0,0,92
1882.0,0.043478260869565216,1.0,0,92
1883.0,0.0,0.0,0,92
1884.0,0.041666666666666664,1.0,0,92
1885.0,0.0,0.0,0,92
1886.0,0.041666666666666664,1.0,0,93
1887.0,0.08333333333333333,2.0,0,94
1888.0,0.13043478260869565,3.0,0,94
1889.0,0.18181818181818182,4.0,0,94
1890.0,0.23809523809523808,5.0,0,94
1891.0,0.3333333333333333,6.0,0,94
1892.0,0.3888888888888889,7.0,0,94
1893.0,0.0,0.0,0,94
1894.0,0.0,0.0,0,94
1895.0,0.0,0.0,0,94
1896.0,0.0,0.0,0,94
1897.0,0.0,0.0,0,94
1898.0,0.0,0.0,0,94
1899.0,0.05263157894736842,1.0,0,94
1900.0,0.1111111111111111,2.0,0,94
1901.0,0.15789473684210525,3.0,0,94
1902.0,0.2,4.0,0,94
1903.0,0.0,0.0,0,94
1904.0,0.0,0.0,0,94
1905.0,0.0,0.0,0,94
1906.0,0.05,1.0,0,94
1907.0,0.09090909090909091,2.0,0,94
1908.0,0.18181818181818182,3.0,0,94
1909.0,0.2608695652173913,4.0,0,94
1910.0,0.36363636363636365,5.0,0,94
1911.0,0.43478260869565216,6.0,0,94
1912.0,0.5454545454545454,7.0,0,94
1913.0,0.6086956521739131,8.0,0,94
1914.0,0.3181818181818182,7.0,0,94
1915.0,0.0,0.0,0,94
1916.0,0.0,0.0,0,94
1917.0,0.0,0.0,0,94
1918.0,0.0,0.0,0,94
1919.0,0.0,0.0,0,94
1920.0,0.0,0.0,0,94
1921.0,0.0,0.0,0,94
1922.0,0.047619047619047616,1.0,0,94
1923.0,0.09523809523809523,2.0,0,94
1924.0,0.13636363636363635,3.0,0,94
1925.0,0.19047619047619047,4.0,0,94
1926.0,0.23809523809523808,5.0,0,94
1927.0,0.2727272727272727,6.0,0,94
1928.0,0.3333333333333333,7.0,0,94
1929.0,0.4,8.0,0,94
1930.0,0.0,0.0,0,94
1931.0,0.0,0.0,0,94
1932.0,0.0,0.0,0,94
1933.0,0.0,0.0,0,94
1934.0,0.0,0.0,0,94
1935.0,0.045454545454545456,1.0,0,94
1936.0,0.09523809523809523,2.0,0,94
1937.0,0.05,1.0,0,94
1938.0,0.1,2.0,0,94
1939.0,0.0,0.0,0,94
1940.0,0.0,0.0,0,94
1941.0,0.0,0.0,0,94
1942.0,0.0,0.0,0,94
1943.0,0.0,0.0,0,94
1944.0,0.047619047619047616,1.0,0,94
1945.0,0.0,0.0,0,94
1946.0,0.0,0.0,0,94
1947.0,0.0,0.0,0,94
1948.0,0.0,0.0,0,94
1949.0,0.0,0.0,0,94
1950.0,0.0,0.0,0,94
1951.0,0.0,0.0,0,94
1952.0,0.0,0.0,0,94
1953.0,0.0,0.0,0,94
1954.0,0.0,0.0,0,94
1955.0,0.0,0.0,0,94
1956.0,0.05,1.0,0,94
1957.0,0.09523809523809523,2.0,0,94
1958.0,0.14285714285714285,3.0,0,94
1959.0,0.18181818181818182,4.0,0,94
1960.0,0.23809523809523808,5.0,0,94
1961.0,0.2857142857142857,6.0,0,94
1962.0,0.3333333333333333,7.0,0,94
1963.0,0.38095238095238093,8.0,0,94
1964.0,0.45,9.0,0,94
1965.0,0.47619047619047616,10.0,0,94
1966.0,0.5,11.0,0,94
1967.0,0.5454545454545454,12.0,0,94
1968.0,0.5652173913043478,13.0,0,94
1969.0,0.5833333333333334,14.0,0,94
1970.0,0.0,0.0,0,94
1971.0,0.0,0.0,0,94
1972.0,0.0,0.0,0,94
1973.0,0.0,0.0,0,94
1974.0,0.0,0.0,0,95
1975.0,0.0,0.0,0,95
1976.0,0.0,0.0,0,95
1977.0,0.0,0.0,0,95
1978.0,0.0,0.0,0,95
1979.0,0.0,0.0,0,96
1980.0,0.0,0.0,0,97
1981.0,0.0,0.0,0,97
1982.0,0.0,0.0,0,97
1983.0,0.0,0.0,0,97
1984.0,0.0,0.0,0,97
1985.0,0.0,0.0,0,97
1986.0,0.0,0.0,0,97
1987.0,0.038461538461538464,1.0,0,97
1988.0,0.08,2.0,0,97
1989.0,0.11538461538461539,3.0,0,97
1990.0,0.16666666666666666,4.0,0,97
1991.0,0.2,5.0,0,97
1992.0,0.25,6.0,0,97
1993.0,0.28,7.0,0,97
1994.0,0.36,8.0,0,97
1995.0,0.4230769230769231,9.0,0,97
1996.0,0.5769230769230769,10.0,0,97
1997.0,0.6666666666666666,11.0,0,97
1998.0,0.37037037037037035,5.0,0,97
1999.0,0.4074074074074074,6.0,0,97
2000.0,0.48148148148148145,7.0,0,97
2001.0,0.5925925925925926,8.0,0,97
2002.0,0.7307692307692307,9.0,0,97
2003.0,0.9166666666666666,10.0,0,97
2004.0,1.0416666666666667,11.0,0,97
2005.0,1.1666666666666667,12.0,0,97
2006.0,1.4090909090909092,13.0,0,97
2007.0,1.4166666666666667,14.0,0,97
2008.0,1.6521739130434783,15.0,0,97
2009.0,1.0833333333333333,13.0,0,97
2010.0,0.7391304347826086,14.0,0,97
2011.0,0.8260869565217391,15.0,0,97
2012.0,0.21739130434782608,5.0,0,97
2013.0,0.2916666666666667,6.0,0,97
2014.0,0.08695652173913043,2.0,0,97
2015.0,0.0,0.0,0,97
2016.0,0.0,0.0,0,97
2017.0,0.0,0.0,0,97
2018.0,0.0,0.0,0,97
2019.0,0.0,0.0,0,97
2020.0,0.0,0.0,0,97
2021.0,0.0,0.0,0,97
2022.0,0.0,0.0,0,97
2023.0,0.0,0.0,0,97
2024.0,0.0,0.0,0,97
2025.0,0.0,0.0,0,97
2026.0,0.041666666666666664,1.0,0,97
2027.0,0.08,2.0,0,97
2028.0,0.125,3.0,0,98
2029.0,0.15384615384615385,4.0,0,98
2030.0,0.2,5.0,0,98
2031.0,0.24,6.0,0,98
2032.0,0.28,7.0,0,98
2033.0,0.3076923076923077,8.0,0,98
2034.0,0.3333333333333333,9.0,0,98
2035.0,0.38461538461538464,10.0,0,98
2036.0,0.0,0.0,0,98
2037.0,0.04,1.0,0,98
2038.0,0.12,2.0,0,98
2039.0,0.07692307692307693,2.0,0,98
2040.0,0.12,3.0,0,98
2041.0,0.16,4.0,0,98
2042.0,0.0,0.0,0,98
2043.0,0.0,0.0,0,98
2044.0,0.0,0.0,0,98
2045.0,0.0,0.0,0,98
2046.0,0.0,0.0,0,98
2047.0,0.0,0.0,0,98
2048.0,0.0,0.0,0,98
2049.0,0.0,0.0,0,98
2050.0,0.0,0.0,0,98
2051.0,0.037037037037037035,1.0,0,98
2052.0,0.14814814814814814,2.0,0,98
2053.0,0.12,3.0,0,98
2054.0,0.16,4.0,0,98
2055.0,0.19230769230769232,5.0,0,98
2056.0,0.25,6.0,0,98
2057.0,0.30434782608695654,7.0,0,98
2058.0,0.36363636363636365,8.0,0,98
2059.0,0.4090909090909091,9.0,0,98
2060.0,0.0,0.0,0,98
2061.0,0.043478260869565216,1.0,0,98
2062.0,0.17391304347826086,2.0,0,98
2063.0,0.21739130434782608,3.0,0,98
2064.0,0.13043478260869565,3.0,0,98
2065.0,0.0,0.0,0,99
2066.0,0.0,0.0,0,99
2067.0,0.0,0.0,0,99
2068.0,0.0,0.0,0,99
2069.0,0.0,0.0,0,99
2070.0,0.0,0.0,0,99
2071.0,0.0,0.0,0,99
2072.0,0.0,0.0,0,99
2073.0,0.0,0.0,0,99
2074.0,0.0,0.0,0,99
2075.0,0.0,0.0,0,99
2076.0,0.0,0.0,0,99
2077.0,0.0,0.0,0,99
2078.0,0.0,0.0,0,99
2079.0,0.0,0.0,0,99
2080.0,0.0,0.0,0,99
2081.0,0.0,0.0,0,99
2082.0,0.0,0.0,0,99
2083.0,0.0,0.0,0,99
2084.0,0.0,0.0,0,99
2085.0,0.0,0.0,0,99
2086.0,0.058823529411764705,1.0,0,99
2087.0,0.1111111111111111,2.0,0,99
2088.0,0.16666666666666666,3.0,0,99
2089.0,0.2222222222222222,4.0,0,99
2090.0,0.3333333333333333,5.0,0,99
2091.0,0.4444444444444444,6.0,0,99
2092.0,0.5882352941176471,7.0,0,99
2093.0,0.631578947368421,8.0,0,99
2094.0,0.7368421052631579,9.0,0,99
2095.0,0.8421052631578947,10.0,0,99
2096.0,0.35,7.0,0,99
2097.0,0.0,0.0,0,99
2098.0,0.0,0.0,0,99
2099.0,0.045454545454545456,1.0,0,99
2100.0,0.09090909090909091,2.0,0,99
2101.0,0.13043478260869565,3.0,0,99
2102.0,0.17391304347826086,4.0,0,99
2103.0,0.22727272727272727,5.0,0,99
2104.0,0.2727272727272727,6.0,0,99
2105.0,0.30434782608695654,7.0,0,99
2106.0,0.34782608695652173,8.0,0,99
2107.0,0.0,0.0,0,99
2108.0,0.0,0.0,0,99
2109.0,0.0,0.0,0,99
2110.0,0.0,0.0,0,99
2111.0,0.0,0.0,0,99
2112.0,0.0,0.0,0,99
2113.0,0.0,0.0,0,99
2114.0,0.0,0.0,0,100
2115.0,0.0,0.0,0,101
2116.0,0.043478260869565216,1.0,0,101
2117.0,0.0,0.0,0,101
2118.0,0.0,0.0,0,101
2119.0,0.043478260869565216,1.0,0,101
2120.0,0.13043478260869565,2.0,0,101
2121.0,0.08695652173913043,2.0,0,101
2122.0,0.13043478260869565,3.0,0,101
2123.0,0.17391304347826086,4.0,0,101
2124.0,0.21739130434782608,5.0,0,101
2125.0,0.2727272727272727,6.0,0,101
2126.0,0.3181818181818182,7.0,0,101
2127.0,0.36363636363636365,8.0,0,101
2128.0,0.4090909090909091,9.0,0,101
2129.0,0.45454545454545453,10.0,0,101
2130.0,0.55,11.0,0,101
2131.0,0.5454545454545454,12.0,0,101
2132.0,0.6190476190476191,13.0,0,101
2133.0,0.6666666666666666,14.0,0,101
2134.0,0.75,15.0,0,101
2135.0,0.7272727272727273,16.0,0,101
2136.0,0.7727272727272727,17.0,0,101
2137.0,0.9523809523809523,18.0,0,101
2138.0,1.0952380952380953,19.0,0,101
2139.0,1.2,20.0,0,101
2140.0,1.3333333333333333,21.0,0,101
2141.0,1.5238095238095237,22.0,0,101
2142.0,0.6666666666666666,6.0,0,101
2143.0,0.3333333333333333,4.0,0,101
2144.0,0.2857142857142857,3.0,0,101
2145.0,0.2857142857142857,3.0,0,101
2146.0,0.3157894736842105,4.0,0,101
2147.0,0.47368421052631576,5.0,0,101
2148.0,0.631578947368421,6.0,0,101
2149.0,0.6,7.0,0,103
2150.0,0.7,8.0,0,104
2151.0,0.7619047619047619,9.0,0,105
2152.0,0.9473684210526315,10.0,0,105
2153.0,1.0,11.0,0,105
2154.0,1.1,12.0,0,105
2155.0,0.5238095238095238,11.0,0,105
2156.0,0.0,0.0,0,105
2157.0,0.0,0.0,0,105
2158.0,0.0,0.0,0,105
2159.0,0.0,0.0,0,106
2160.0,0.0,0.0,0,106
2161.0,0.0,0.0,0,106
2162.0,0.0,0.0,0,106
2163.0,0.047619047619047616,1.0,0,107
2164.0,0.1,2.0,0,108
2165.0,0.14285714285714285,3.0,0,108
2166.0,0.2,4.0,0,108
2167.0,0.25,5.0,0,108
2168.0,0.3,6.0,0,108
2169.0,0.35,7.0,0,108
2170.0,0.38095238095238093,8.0,0,108
2171.0,0.4090909090909091,9.0,0,108
2172.0,0.47619047619047616,10.0,0,108
2173.0,0.5238095238095238,11.0,0,108
2174.0,0.5714285714285714,12.0,0,108
2175.0,0.6190476190476191,13.0,0,108
2176.0,0.6666666666666666,14.0,0,108
2177.0,0.6818181818181818,15.0,0,108
2178.0,0.8181818181818182,16.0,0,108
2179.0,0.9545454545454546,17.0,0,108
2180.0,0.2727272727272727,3.0,0,108
2181.0,0.16666666666666666,4.0,0,108
2182.0,0.25,5.0,0,108
2183.0,0.3333333333333333,6.0,0,108
2184.0,0.4782608695652174,7.0,0,108
2185.0,0.6086956521739131,8.0,0,108
2186.0,0.7391304347826086,9.0,0,108
2187.0,0.4166666666666667,6.0,0,108
2188.0,0.25,5.0,0,108
2189.0,0.08,2.0,0,108
2190.0,0.0,0.0,0,108
2191.0,0.04,1.0,0,108
2192.0,0.0,0.0,0,108
2193.0,0.045454545454545456,1.0,0,108
2194.0,0.14285714285714285,2.0,0,108
2195.0,0.09090909090909091,2.0,0,108
2196.0,0.045454545454545456,1.0,0,108
2197.0,0.043478260869565216,1.0,0,108
2198.0,0.08695652173913043,2.0,0,108
2199.0,0.125,3.0,0,108
2200.0,0.16666666666666666,4.0,0,108
2201.0,0.24,5.0,0,108
2202.0,0.25,6.0,0,108
2203.0,0.28,7.0,0,108
2204.0,0.4090909090909091,8.0,0,108
2205.0,0.4782608695652174,9.0,0,108
2206.0,0.6666666666666666,10.0,0,108
2207.0,0.7727272727272727,11.0,0,108
2208.0,0.7727272727272727,12.0,0,108
2209.0,0.95,13.0,0,108
2210.0,0.3333333333333333,7.0,0,108
2211.0,0.045454545454545456,1.0,0,108
2212.0,0.09090909090909091,2.0,0,108
2213.0,0.13043478260869565,3.0,0,108
2214.0,0.17391304347826086,4.0,0,108
2215.0,0.21739130434782608,5.0,0,108
2216.0,0.2608695652173913,6.0,0,108
2217.0,0.3333333333333333,7.0,0,108
2218.0,0.43478260869565216,8.0,0,108
2219.0,0.5416666666666666,9.0,0,108
2220.0,0.6666666666666666,10.0,0,109
2221.0,0.7916666666666666,11.0,0,109
2222.0,0.4166666666666667,6.0,0,109
2223.0,0.48,7.0,0,109
2224.0,0.5833333333333334,8.0,0,109
2225.0,0.6666666666666666,9.0,0,109
2226.0,0.782608695652174,10.0,0,109
2227.0,0.8,11.0,0,109
2228.0,0.92,12.0,0,109
2229.0,0.9230769230769231,13.0,0,109
2230.0,1.0,14.0,0,109
2231.0,1.037037037037037,15.0,0,109
2232.0,1.1111111111111112,16.0,0,109
2233.0,1.1851851851851851,17.0,0,109
2234.0,1.2592592592592593,18.0,0,109
2235.0,1.2857142857142858,19.0,0,109
2236.0,1.3928571428571428,20.0,0,109
2237.0,1.5,21.0,0,109
2238.0,1.5517241379310345,22.0,0,109
2239.0,1.6,23.0,0,110
2240.0,1.793103448275862,24.0,0,110
2241.0,1.8666666666666667,25.0,0,110
2242.0,2.0,26.0,0,110
2243.0,2.096774193548387,27.0,0,111
2244.0,2.2666666666666666,28.0,0,112
2245.0,2.4,29.0,0,112
2246.0,2.6206896551724137,30.0,0,112
2247.0,2.962962962962963,31.0,0,112
2248.0,3.0357142857142856,32.0,0,112
2249.0,3.103448275862069,33.0,0,112
2250.0,3.5185185185185186,34.0,0,112
2251.0,3.607142857142857,35.0,0,112
2252.0,3.8214285714285716,36.0,0,112
2253.0,4.035714285714286,37.0,0,112
2254.0,4.423076923076923,38.0,0,112
2255.0,4.444444444444445,39.0,0,112
2256.0,4.464285714285714,40.0,0,112
2257.0,4.482758620689655,41.0,0,112
2258.0,4.655172413793103,42.0,0,112
2259.0,4.666666666666667,43.0,0,112
2260.0,5.103448275862069,44.0,0,112
2261.0,5.2,45.0,0,112
2262.0,4.533333333333333,46.0,0,112
2263.0,3.064516129032258,45.0,0,112
2264.0,1.7741935483870968,27.0,0,112
2265.0,1.7741935483870968,28.0,0,112
2266.0,2.0,29.0,0,112
2267.0,2.03125,30.0,0,112
2268.0,2.161290322580645,31.0,0,112
2269.0,1.3666666666666667,22.0,0,112
2270.0,0.8275862068965517,11.0,0,112
2271.0,0.5666666666666667,6.0,0,112
2272.0,0.7333333333333333,7.0,0,112
2273.0,0.8709677419354839,8.0,0,112
2274.0,1.1,9.0,0,112
2275.0,0.8333333333333334,10.0,0,112
2276.0,0.7333333333333333,11.0,0,112
2277.0,0.8064516129032258,12.0,0,112
2278.0,0.9,13.0,0,112
2279.0,1.0344827586206897,14.0,0,112
2280.0,1.2142857142857142,15.0,0,112
2281.0,1.3448275862068966,16.0,0,113
2282.0,0.8275862068965517,13.0,0,114
2283.0,0.4482758620689655,10.0,0,114
2284.0,0.1724137931034483,4.0,0,114
2285.0,0.06666666666666667,2.0,0,114
2286.0,0.10344827586206896,3.0,0,114
2287.0,0.0,0.0,0,115
2288.0,0.0,0.0,0,115
2289.0,0.034482758620689655,1.0,0,115
2290.0,0.06896551724137931,2.0,0,115
2291.0,0.10344827586206896,3.0,0,115
