step,avg_waiting_time,max_waiting_time,throughput,conflict_count
340,0.0,0.0,100,0
341,0.0,0.0,100,0
342,0.0,0.0,100,0
343,0.0,0.0,100,0
344,0.0,0.0,100,0
345,0.0,0.0,100,0
346,0.0,0.0,100,0
347,0.0,0.0,100,0
348,0.0,0.0,100,0
349,0.0,0.0,100,0
350,0,0,100,0
